LAMMPS data file via write_data, version 7 Feb 2024, timestep = 0, units = metal

1868 atoms
3 atom types

-12.8072392655 38.4217177966 xlo xhi
-12.4748841155 12.4748841155 ylo yhi
-8.1000093236 16.2000186471 zlo zhi

Masses

1 26.982
2 26.982
3 58.71

Atoms # atomic

1410 2 -9.637218291 -9.462075563 -6.075006993 0 0 0
1411 2 -11.53283324 -10.1320803 -8.1000093207 0 0 1
1 1 -7.035982417 -10.68741759 -6.075006993 0 0 0
382 1 -9.011042451 -11.18015678 -8.1000093207 0 0 1
393 1 -2.607422818 -11.18015678 -8.1000093207 0 0 1
1424 2 -3.233598658 -9.462075563 -6.075006993 0 0 0
1432 2 -5.129213612 -10.1320803 -8.1000093207 0 0 1
394 1 -0.632362784 -10.68741759 -6.075006993 0 0 0
526 1 3.796196815 -11.18015678 -8.1000093207 0 0 1
1722 2 3.170020974 -9.462075563 -6.075006993 0 0 0
1723 2 1.274406021 -10.1320803 -8.1000093207 0 0 1
434 1 5.771256849 -10.68741759 -6.075006993 0 0 0
1744 2 7.678025654 -10.1320803 -8.1000093207 0 0 1
538 1 10.19981645 -11.18015678 -8.1000093207 0 0 1
1736 2 9.573640607 -9.462075563 -6.075006993 0 0 0
539 1 12.17487648 -10.68741759 -6.075006993 0 0 0
970 2 14.08164529 -10.1320803 -8.1000093207 0 0 1
287 1 16.60343608 -11.18015678 -8.1000093207 0 0 1
785 2 15.97726024 -9.462075563 -6.075006993 0 0 0
288 1 18.57849611 -10.68741759 -6.075006993 0 0 0
800 2 20.48526492 -10.1320803 -8.1000093207 0 0 1
102 1 23.00705571 -11.18015678 -8.1000093207 0 0 1
807 2 22.38087987 -9.462075563 -6.075006993 0 0 0
103 1 24.98211575 -10.68741759 -6.075006993 0 0 0
888 2 26.88888455 -10.1320803 -8.1000093207 0 0 1
144 1 31.38573538 -10.68741759 -6.075006993 0 0 0
145 1 29.41067535 -11.18015678 -8.1000093207 0 0 1
1098 2 28.78449951 -9.462075563 -6.075006993 0 0 0
1112 2 33.29250418 -10.1320803 -8.1000093207 0 0 1
245 1 35.81429498 -11.18015678 -8.1000093207 0 0 1
246 1 37.78935501 -10.68741759 -6.075006993 0 0 0
1119 2 35.18811914 -9.462075563 -6.075006993 0 0 0
1403 2 -10.88010192 -5.600051262 -6.075006993 0 0 0
1406 2 -10.24982451 -7.524075547 -8.1000093207 0 0 1
1407 2 -12.15543163 -8.177601687 -6.075006993 0 0 0
1418 2 -12.807239262099998 -6.237493319 -8.1000093207 1 0 1
1405 2 -6.403619633 -6.237493319 -8.1000093207 0 0 1
1408 2 -7.669769269 -8.732019578 -8.1000093207 0 0 1
1409 2 -8.33075698 -6.874935376 -6.075006993 0 0 0
1417 2 -4.476482286 -5.600051262 -6.075006993 0 0 0
1420 2 -3.846204875 -7.524075547 -8.1000093207 0 0 1
1421 2 -5.751812 -8.177601687 -6.075006993 0 0 0
1419 2 -1.266149637 -8.732019578 -8.1000093207 0 0 1
1422 2 -1.927137347 -6.874935376 -6.075006993 0 0 0
1719 2 0.651807633 -8.177601687 -6.075006993 0 0 0
1730 2 -4.33e-11 -6.237493319 -8.1000093207 0 0 1
